experiment_id,kp,ki,kd,overshoot,rise_time,settling_time,angle_values,set_point
1,25.0,0.019999999552965164,0.9300000071525574,25.0,600,5000,"[-0.07, -0.07, 6.78, 20.04, 34.48, 51.28, 68.8, 86.22, 100.37, 103.09, 94.79, 87.4, 83.02, 88.51, 98.75, 99.47, 90.46, 81.54, 85.4, 100.12, 102.13, 92.84, 85.85, 85.27, 92.8, 99.84, 98.37, 86.78, 79.7, 80.22, 89.07, 104.98, 112.5, 112.34, 112.19, 112.19, 112.2, 112.21, 112.22, 112.23, 112.23, 112.24, 112.25, 112.26, 112.26, 112.27, 112.28, 112.28, 112.29, 112.3]",90
2,16.0,0.4087146176275299,1.0,28.966666666666658,500,5000,"[0.08, 0.08, 7.63, 23.93, 41.83, 60.13, 78.11, 94.57, 109.39, 115.27, 112.9, 107.66, 97.43, 87.85, 89.21, 101.05, 110.49, 109.02, 97.21, 86.11, 86.04, 98.17, 110.72, 109.29, 95.67, 83.54, 85.4, 99.53, 111.33, 115.36, 116.07, 113.65, 110.41, 108.02, 103.12, 93.57, 84.0, 82.53, 92.21, 103.77, 105.23, 95.66, 83.79, 80.62, 90.28, 103.13, 105.66, 96.25, 85.07, 79.53]",90
3,12.25,0.1739363204158843,0.7581604847061959,24.300000000000004,600,5000,"[-0.13, 5.01, 14.81, 27.26, 42.01, 55.51, 72.21, 89.87, 105.06, 111.87, 106.43, 96.1, 86.05, 83.55, 90.88, 101.29, 107.65, 105.18, 98.42, 91.13, 87.44, 88.62, 93.26, 96.92, 97.72, 97.72, 97.66, 97.5, 97.49, 97.49, 97.5, 97.5, 97.5, 97.5, 97.5, 97.5, 97.5, 97.5, 97.5, 97.49, 97.49, 97.49, 97.49, 97.49, 97.48, 97.4, 97.39, 97.39, 97.39, 97.39]",90
4,21.25,0.298936310171336,0.9305789683184498,20.933333333333337,400,4900,"[0.11, 7.72, 26.6, 48.13, 68.85, 87.9, 104.66, 108.84, 99.0, 90.59, 87.06, 92.35, 100.13, 102.12, 95.19, 85.28, 85.58, 97.57, 107.23, 108.43, 107.51, 106.22, 105.45, 105.41, 105.4, 105.4, 105.4, 105.39, 105.39, 105.39, 105.38, 105.38, 105.38, 105.37, 105.37, 105.37, 105.36, 105.36, 105.23, 103.83, 101.9, 100.89, 93.81, 78.4, 78.01, 93.77, 104.51, 103.73, 100.94, 92.32]",90
5,18.625,0.353825463899433,0.1275000274181366,29.022222222222226,500,5000,"[0.02, 5.52, 16.98, 30.68, 48.04, 66.23, 82.39, 95.15, 104.49, 106.15, 99.18, 89.98, 88.19, 96.19, 105.87, 106.86, 97.88, 86.64, 86.13, 97.49, 109.28, 116.12, 115.17, 106.57, 94.23, 80.94, 84.61, 102.48, 110.95, 108.55, 107.01, 106.79, 99.33, 85.97, 80.51, 90.82, 105.93, 108.71, 100.23, 90.88, 81.87, 84.65, 97.52, 106.48, 107.78, 108.03, 107.36, 106.68, 106.59, 106.58]",90
6,21.625,0.34946814782135194,0.3378078847233592,27.044444444444448,600,5000,"[-0.26, 7.38, 21.27, 32.65, 41.48, 51.57, 66.22, 83.6, 99.35, 108.92, 111.97, 111.83, 108.86, 106.18, 99.21, 86.49, 85.35, 98.84, 110.5, 112.54, 108.87, 103.73, 95.31, 84.52, 85.69, 99.61, 108.45, 107.02, 105.32, 104.87, 96.4, 82.08, 82.22, 98.03, 108.08, 107.33, 104.71, 102.55, 96.12, 85.3, 81.87, 92.56, 106.76, 114.34, 109.06, 96.88, 84.22, 79.42, 92.11, 108.2]",90
7,16.0,0.33792451742836815,0.5013485015217993,26.88888888888889,500,3100,"[0.3, 7.8, 23.39, 38.07, 53.81, 71.05, 89.71, 108.04, 114.2, 108.95, 101.31, 91.24, 86.66, 92.28, 101.88, 106.42, 102.11, 94.5, 87.7, 87.32, 94.57, 102.35, 104.09, 98.7, 91.44, 87.59, 88.74, 94.71, 99.77, 100.61, 96.7, 92.7, 91.1, 91.26, 91.83, 92.02, 92.02, 92.01, 92.01, 92.0, 92.0, 91.99, 91.99, 91.98, 91.98, 91.97, 91.96, 91.96, 91.95, 91.95]",90
8,21.4375,0.324202228996344,0.437789502934688,28.75555555555555,600,5000,"[-0.27, 6.65, 20.21, 30.99, 40.21, 51.66, 67.24, 84.36, 102.56, 115.88, 115.67, 110.76, 104.04, 96.22, 88.01, 86.89, 96.77, 108.12, 114.6, 115.02, 108.69, 101.02, 93.44, 86.3, 86.17, 95.62, 105.37, 110.48, 111.18, 106.68, 101.23, 95.0, 87.62, 85.07, 91.22, 99.49, 101.54, 95.61, 88.14, 83.68, 88.71, 99.45, 104.15, 101.9, 98.03, 90.7, 84.2, 85.28, 94.19, 101.88]",90
9,21.25,0.3231128999768237,0.6564932392800751,29.099999999999998,400,5000,"[-0.09, 6.98, 20.57, 37.81, 59.69, 81.35, 101.51, 112.47, 111.01, 106.67, 98.67, 88.33, 84.85, 94.43, 106.99, 115.78, 116.19, 108.22, 99.27, 91.1, 84.41, 86.88, 98.0, 105.03, 105.6, 105.47, 105.26, 105.24, 105.23, 105.21, 105.2, 105.19, 105.18, 105.16, 105.15, 105.14, 105.12, 105.11, 105.1, 105.0, 103.98, 102.58, 101.66, 101.6, 101.58, 101.57, 101.56, 101.54, 101.53, 101.52]",90
10,18.90625,0.32093424193778314,0.1275000274181366,25.922222222222217,500,5000,"[-0.13, 6.8, 20.94, 34.77, 49.25, 63.94, 78.18, 91.93, 105.01, 111.24, 108.76, 102.65, 94.02, 86.85, 88.15, 98.28, 107.2, 105.5, 95.81, 86.6, 86.06, 96.3, 107.09, 108.48, 101.0, 94.1, 87.19, 85.85, 94.02, 104.15, 106.84, 99.94, 90.46, 83.46, 87.23, 98.53, 106.34, 102.01, 92.22, 83.52, 84.02, 95.58, 106.88, 112.63, 113.33, 108.45, 102.85, 96.12, 88.31, 82.62]",90
