experiment_id,kp,ki,kd,overshoot,rise_time,settling_time,angle_values,set_point
11,10.345399393742559,0.22538552593014793,0.7828782184822389,25.377777777777784,400,5000,"[-0.68, 10.4, 29.63, 47.5, 67.03, 86.24, 102.55, 112.84, 108.58, 96.0, 83.99, 80.95, 89.29, 100.41, 106.44, 103.98, 96.24, 89.39, 87.21, 88.62, 92.07, 94.49, 94.86, 94.88, 94.89, 94.9, 94.92, 94.93, 94.95, 94.96, 94.98, 94.99, 95.01, 95.02, 95.04, 95.05, 95.06, 95.08, 95.09, 95.11, 95.13, 95.14, 95.15, 95.16, 95.18, 95.19, 95.2, 95.22, 95.23, 95.25]",90
31,10.343906979375568,0.23155322016718172,0.7604834638479634,28.16666666666666,400,5000,"[0.33, 10.68, 27.93, 44.78, 61.67, 75.45, 91.2, 108.88, 115.35, 105.78, 91.67, 82.5, 84.26, 93.44, 103.17, 106.9, 102.45, 94.88, 89.22, 87.98, 89.64, 93.21, 95.48, 95.75, 95.75, 95.74, 95.73, 95.72, 95.71, 95.7, 95.69, 95.68, 95.67, 95.66, 95.66, 95.64, 95.63, 95.62, 95.61, 95.6, 95.59, 95.58, 95.57, 95.56, 95.55, 95.54, 95.53, 95.52, 95.51, 95.5]",90
42,23.033593674152318,0.9080516824175879,0.3506200336852061,29.300000000000004,500,5000,"[0.3, 2.84, 11.22, 25.59, 45.04, 64.1, 81.47, 98.15, 113.6, 116.37, 106.45, 98.33, 95.79, 104.06, 112.64, 115.05, 113.33, 107.67, 96.95, 86.09, 81.38, 82.9, 91.3, 103.66, 110.9, 108.74, 108.12, 108.13, 108.08, 107.93, 107.49, 106.73, 105.08, 103.66, 103.38, 103.38, 103.38, 103.39, 103.38, 103.36, 102.71, 100.35, 98.31, 87.14, 69.86, 65.59, 71.16, 78.46, 95.52, 106.73]",90
71,22.981145437846052,0.924053582213643,0.30622233621769457,29.033333333333328,500,2300,"[-0.04, 3.39, 12.34, 25.57, 44.22, 63.11, 81.37, 99.04, 114.96, 116.13, 104.95, 96.71, 97.47, 107.41, 111.43, 99.93, 86.94, 81.87, 87.21, 98.62, 107.91, 108.09, 95.75, 87.6, 87.82, 87.82, 87.82, 87.83, 87.83, 87.83, 87.83, 87.83, 87.83, 87.84, 87.84, 87.85, 87.85, 87.85, 87.85, 87.85, 87.86, 87.86, 87.86, 87.87, 87.87, 87.87, 87.88, 87.89, 87.89, 87.9]",90
