experiment_id,kp,ki,kd,overshoot,rise_time,settling_time,angle_values,set_point
2,12.44933627066628,0.41414157498751414,0.9329472778521588,48.16666666666666,1100,5000,"[-11.25, -8.8, -5.07, -3.83, -3.84, -3.07, 0.91, 7.99, 15.08, 26.16, 41.49, 57.06, 72.49, 85.47, 99.27, 113.72, 126.2, 133.35, 128.46, 117.04, 106.21, 103.89, 112.2, 122.69, 126.11, 118.89, 108.33, 101.29, 102.62, 110.37, 117.63, 118.95, 112.75, 104.55, 99.44, 99.99, 105.29, 110.55, 111.71, 109.68, 105.04, 101.13, 99.81, 99.87, 101.08, 101.4, 101.4, 101.41, 101.41, 101.41]",90
4,4.3855471469876575,0.18369952820962687,0.3259790101180793,38.15555555555556,600,4900,"[2.61, 7.93, 19.09, 31.25, 42.05, 50.24, 62.16, 79.03, 95.43, 109.48, 119.96, 124.34, 123.11, 118.22, 112.43, 107.31, 103.71, 102.31, 102.31, 102.31, 102.3, 102.28, 102.25, 102.24, 102.24, 102.23, 102.22, 102.21, 102.2, 102.19, 102.18, 102.18, 102.17, 102.16, 102.15, 102.14, 102.14, 102.13, 102.12, 102.11, 102.1, 102.09, 102.08, 102.07, 102.07, 102.05, 101.37, 99.09, 95.71, 92.36]",90
6,4.011379019407521,0.4268501972810117,0.5133928295061589,63.088888888888896,600,2100,"[-1.18, 3.77, 16.22, 29.97, 43.5, 55.75, 65.82, 72.87, 85.07, 102.5, 119.43, 133.89, 144.12, 146.78, 142.52, 134.2, 124.01, 113.76, 104.75, 98.18, 94.66, 93.83, 93.85, 93.84, 93.84, 93.84, 93.83, 93.83, 93.83, 93.83, 93.82, 93.82, 93.82, 93.81, 93.81, 93.81, 93.81, 93.81, 93.81, 93.8, 93.8, 93.79, 93.79, 93.79, 93.79, 93.79, 93.78, 93.78, 93.78, 93.77]",90
8,11.01639536019657,0.3867245311373518,1.0,50.64444444444446,1100,5000,"[0.73, 1.55, 3.38, 3.42, 3.43, 4.65, 9.43, 16.18, 22.06, 33.95, 50.81, 67.64, 83.65, 97.99, 113.9, 130.54, 135.58, 125.59, 112.11, 101.89, 101.47, 110.32, 119.99, 123.24, 118.4, 109.73, 102.11, 99.75, 103.37, 108.86, 112.28, 112.41, 109.19, 105.63, 103.57, 103.42, 103.41, 103.4, 103.38, 103.37, 103.36, 103.34, 103.33, 103.32, 103.3, 103.29, 103.28, 103.27, 103.25, 103.05]",90
10,13.677517092857148,0.4403385548093258,1.0,50.02222222222223,600,5000,"[-2.43, -0.58, 4.07, 15.88, 32.89, 49.54, 66.9, 85.17, 104.52, 121.53, 134.49, 135.02, 122.67, 108.73, 96.18, 87.18, 88.22, 97.67, 107.63, 109.33, 100.99, 90.71, 87.51, 93.27, 100.93, 104.88, 103.25, 96.85, 90.69, 89.25, 92.64, 96.52, 98.25, 98.21, 97.41, 97.24, 97.19, 97.19, 97.19, 97.18, 97.14, 97.1, 97.09, 97.09, 97.09, 97.08, 97.08, 97.07, 97.07, 97.05]",90
12,4.447016856019535,0.43531961483546044,0.483452435548606,53.366666666666674,500,1700,"[0.78, 7.54, 22.47, 38.2, 53.19, 65.79, 80.6, 98.73, 115.84, 130.04, 138.03, 137.18, 130.12, 120.4, 110.35, 101.65, 95.79, 93.16, 93.05, 93.05, 93.05, 93.04, 93.04, 93.04, 93.03, 93.03, 93.02, 93.02, 93.02, 93.01, 93.01, 93.0, 93.0, 93.0, 92.99, 92.99, 92.99, 92.98, 92.98, 92.98, 92.98, 92.97, 92.97, 92.97, 92.96, 92.96, 92.96, 92.95, 92.95, 92.95]",90
14,4.081477027818575,0.03133430309914889,0.21895256959107273,-100000.0,100000,5000,"[0.79, 3.62, 11.25, 19.14, 25.42, 29.09, 29.92, 29.91, 29.9, 29.89, 29.89, 29.88, 29.87, 29.86, 29.85, 29.84, 29.83, 29.82, 29.82, 29.81, 29.8, 29.79, 29.78, 29.77, 29.76, 29.76, 29.75, 29.74, 29.74, 29.73, 29.72, 29.71, 29.7, 29.69, 29.68, 29.68, 29.67, 29.66, 29.66, 29.65, 29.64, 29.64, 29.64, 29.7, 29.83, 30.5, 32.32, 34.62, 36.78, 38.39]",90
16,6.224492255278166,0.24268216957802846,0.48886260125404246,-100000.0,2300,5000,"[-0.24, 2.1, 6.95, 11.56, 15.36, 17.85, 19.06, 19.86, 21.04, 23.57, 27.31, 31.61, 35.7, 38.83, 40.51, 40.97, 41.02, 41.02, 41.18, 42.29, 45.47, 49.98, 54.46, 57.87, 59.19, 59.18, 59.18, 59.18, 59.18, 59.19, 59.19, 59.19, 59.2, 59.22, 60.12, 63.52, 68.4, 72.96, 75.9, 76.56, 76.56, 76.56, 76.56, 76.56, 76.56, 76.56, 76.56, 76.56, 76.56, 76.56]",90
18,5.607544144594114,0.3801286486370916,0.6013243955852742,70.16666666666667,1000,5000,"[0.57, 0.88, 1.36, 2.11, 5.94, 13.46, 23.0, 32.86, 41.35, 47.37, 59.08, 76.87, 93.59, 107.98, 121.68, 136.28, 148.47, 153.15, 147.63, 137.25, 126.1, 116.36, 108.94, 105.44, 105.32, 105.43, 106.33, 106.5, 106.49, 106.49, 106.48, 106.47, 106.47, 106.46, 106.45, 106.44, 106.43, 106.43, 106.42, 106.41, 106.41, 105.77, 104.01, 101.59, 99.32, 97.91, 97.7, 97.69, 97.68, 97.68]",90
20,10.733124886603944,0.12260601796386572,0.06864179444783702,20.411111111111115,600,2200,"[-0.11, 6.48, 20.12, 32.64, 44.34, 56.0, 67.49, 79.13, 90.96, 103.38, 108.37, 104.56, 95.22, 86.48, 83.45, 86.5, 92.92, 98.43, 100.45, 99.68, 97.05, 94.92, 94.4, 94.39, 94.39, 94.38, 94.37, 94.37, 94.36, 94.35, 94.35, 94.34, 94.33, 94.32, 94.32, 94.31, 94.3, 94.29, 94.29, 94.28, 94.27, 94.26, 94.26, 94.25, 94.24, 94.23, 94.23, 94.22, 94.21, 94.2]",90
22,21.9623226131975,0.867347017852076,0.19809682116594685,48.14444444444446,700,5000,"[-0.79, -0.8, 0.3, 6.82, 15.77, 27.71, 44.45, 62.82, 79.19, 95.04, 111.27, 125.43, 132.67, 133.33, 133.1, 129.39, 124.07, 114.03, 101.28, 91.9, 94.57, 107.14, 110.77, 99.15, 84.99, 76.56, 82.68, 96.92, 109.76, 108.19, 93.77, 86.09, 95.6, 110.18, 120.61, 126.56, 123.37, 112.15, 98.87, 84.54, 80.32, 92.95, 108.84, 115.98, 115.82, 115.82, 115.7, 114.13, 110.24, 106.75]",90
