experiment_id,kp,ki,kd,overshoot,rise_time,settling_time,angle_values,set_point
2,14.763906801137235,0.9512406438402038,0.5245753166259306,60.0888888888889,800,5000,"[-10.18, -8.86, -4.42, 3.55, 13.47, 22.32, 33.45, 47.49, 62.08, 79.05, 97.82, 117.38, 136.48, 144.08, 141.22, 139.42, 137.78, 134.9, 130.57, 125.95, 122.88, 122.32, 122.31, 121.85, 119.88, 116.35, 112.44, 109.87, 99.68, 84.28, 77.03, 84.51, 97.62, 106.33, 100.26, 87.06, 77.34, 80.78, 93.58, 106.02, 103.57, 89.73, 76.25, 77.0, 90.42, 104.5, 105.04, 92.43, 78.46, 76.8]",90
4,16.287616273079802,0.2638976234517303,0.7787211401894151,23.644444444444446,600,5000,"[-0.11, -0.11, 8.31, 22.37, 36.27, 51.49, 68.34, 85.19, 102.03, 111.28, 103.44, 89.31, 83.09, 90.42, 102.41, 107.92, 101.57, 91.15, 86.39, 90.75, 99.5, 104.63, 101.75, 93.71, 88.3, 89.2, 94.41, 99.05, 99.81, 97.62, 95.51, 95.07, 95.07, 95.06, 95.05, 95.04, 95.03, 95.01, 95.0, 94.99, 94.98, 94.97, 94.96, 94.95, 94.94, 94.93, 94.92, 94.91, 94.9, 94.89]",90
6,1.4142489988148665,0.06641653862108209,0.45988722739235466,-inf,600,1000,"[-2.08, 2.25, 13.18, 25.21, 37.26, 48.96, 59.85, 69.31, 77.15, 83.15, 87.34, 89.52, 89.92, 89.92, 89.92, 89.92, 89.91, 89.91, 89.91, 89.91, 89.91, 89.91, 89.91, 89.9, 89.9, 89.9, 89.9, 89.9, 89.9, 89.89, 89.89, 89.89, 89.89, 89.89, 89.89, 89.89, 89.89, 89.88, 89.88, 89.88, 89.88, 89.88, 89.88, 89.88, 89.88, 89.88, 89.88, 89.88, 89.87, 89.87]",90
